OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Adoption,Dog,Neutered Male,9.0,Pit Bull Mix,Brown Brindle/White
Transfer,Cat,Neutered Male,208.0,Domestic Shorthair Mix,Blue
Transfer,Cat,Intact Female,104.0,Domestic Shorthair Mix,Blue
Return_to_owner,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Blue Tabby
Adoption,Dog,Spayed Female,4.5,Dachshund Mix,Black/Brown
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Tortie
Euthanasia,Dog,Neutered Male,364.0,Yorkshire Terrier Mix,other
Transfer,Cat,Intact Male,18.0,Domestic Shorthair Mix,Black/White
Transfer,Dog,Spayed Female,416.0,other,Tan
Adoption,Dog,Spayed Female,156.0,Pit Bull Mix,White/Brown
Transfer,Dog,Intact Female,9.0,German Shepherd Mix,other
Return_to_owner,Dog,Neutered Male,364.0,other,Tan/Black
Transfer,Cat,Neutered Male,104.0,Domestic Longhair Mix,Blue Tabby
Transfer,Dog,Spayed Female,104.0,other,White/Black
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Blue/White
Adoption,Cat,Neutered Male,156.0,Domestic Shorthair Mix,Orange Tabby
Transfer,Dog,Intact Female,13.5,other,Black/White
Transfer,Cat,Neutered Male,208.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Neutered Male,208.0,other,Brown/Black
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Tortie
Transfer,Cat,Spayed Female,104.0,Domestic Longhair Mix,Tortie
Adoption,Dog,Neutered Male,9.0,Chihuahua Shorthair Mix,other
Transfer,Dog,Intact Male,104.0,other,Red/White
Transfer,Cat,Neutered Male,364.0,Domestic Shorthair Mix,Blue/White
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Blue
Transfer,Dog,Intact Male,18.0,Dachshund Mix,Red
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Cat,Intact Male,18.0,Domestic Longhair Mix,White/Blue
Transfer,Dog,Neutered Male,9.0,other,Black/White
Return_to_owner,Dog,Spayed Female,104.0,other,Black
Adoption,Cat,Spayed Female,36.0,Domestic Shorthair Mix,other
Return_to_owner,Dog,Spayed Female,104.0,Border Collie Mix,Black/White
Euthanasia,Cat,Neutered Male,624.0,Domestic Longhair Mix,White
Adoption,Dog,Neutered Male,208.0,Chihuahua Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,208.0,other,Black/Brown
Adoption,Dog,Neutered Male,104.0,other,Brown/White
Transfer,Dog,Intact Male,9.0,German Shepherd Mix,Black/Tan
Adoption,Dog,Spayed Female,27.0,Labrador Retriever Mix,Brown
Transfer,Dog,Intact Male,208.0,Chihuahua Shorthair Mix,Tan
Transfer,Cat,Neutered Male,104.0,Domestic Shorthair Mix,Orange Tabby
Return_to_owner,Dog,Intact Male,22.5,other,Tan
Return_to_owner,Dog,Spayed Female,260.0,Pit Bull Mix,Red/White
Return_to_owner,Dog,Intact Male,416.0,other,Blue/White
Transfer,Dog,Neutered Male,156.0,other,White
Adoption,Dog,Spayed Female,104.0,Labrador Retriever Mix,Chocolate/White
Adoption,Dog,Neutered Male,104.0,other,Brown Brindle
Return_to_owner,Dog,Spayed Female,312.0,German Shepherd Mix,Brown/Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Blue
Adoption,Dog,Neutered Male,45.0,other,Black/White
Transfer,Cat,Intact Female,9.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Blue Tabby/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Spayed Female,49.5,Chihuahua Shorthair Mix,Black/Brown
Adoption,Dog,Spayed Female,18.0,German Shepherd Mix,Brown/Black
Adoption,Cat,Spayed Female,22.5,Domestic Shorthair Mix,Blue Tabby/White
Euthanasia,Dog,Spayed Female,156.0,Pit Bull Mix,Brown Brindle/White
Adoption,Cat,Intact Female,9.0,Domestic Shorthair Mix,Torbie
Euthanasia,Dog,Intact Male,520.0,Chihuahua Shorthair Mix,Black/White
Return_to_owner,Dog,Neutered Male,156.0,Yorkshire Terrier Mix,Brown/Black
Return_to_owner,Dog,Intact Female,208.0,other,White
Transfer,Cat,Intact Male,52.0,Domestic Shorthair Mix,Black/White
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Orange Tabby/White
Euthanasia,Dog,Neutered Male,416.0,Chihuahua Shorthair Mix,Tan/White
Transfer,Dog,Intact Male,4.5,Pit Bull Mix,other
Transfer,Dog,Neutered Male,208.0,Boxer Mix,Red/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Orange Tabby
Return_to_owner,Dog,Intact Female,260.0,Labrador Retriever Mix,Chocolate
Transfer,Dog,Neutered Male,104.0,other,Red/White
Transfer,Cat,Intact Female,3.0,Domestic Shorthair Mix,other
Return_to_owner,Dog,Spayed Female,104.0,Jack Russell Terrier Mix,White
Adoption,Cat,Neutered Male,9.0,other,other
Return_to_owner,Dog,Spayed Female,728.0,other,Brown
Transfer,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Black
Adoption,Dog,Spayed Female,156.0,Chihuahua Shorthair Mix,Black
Return_to_owner,Dog,Spayed Female,416.0,other,Black/Tan
Adoption,Dog,Neutered Male,104.0,Boxer Mix,Brown Brindle/White
Adoption,Dog,Spayed Female,52.0,Chihuahua Shorthair Mix,Cream
Transfer,Cat,Neutered Male,156.0,Domestic Medium Hair Mix,Brown Tabby
Adoption,Dog,Spayed Female,104.0,Chihuahua Shorthair Mix,White/Brown
Adoption,Cat,Intact Female,9.0,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Dog,Spayed Female,27.0,Labrador Retriever Mix,Black/White
Adoption,Dog,Neutered Male,468.0,Chihuahua Shorthair Mix,Brown
Adoption,Dog,Spayed Female,18.0,other,Black/White
Return_to_owner,Dog,Spayed Female,156.0,other,Brown/White
Return_to_owner,Dog,Spayed Female,260.0,other,Tricolor
Transfer,Dog,Neutered Male,156.0,Pit Bull Mix,Brown/White
Adoption,Dog,Spayed Female,468.0,other,Red
Return_to_owner,Dog,Neutered Male,156.0,Chihuahua Shorthair Mix,Tan
Euthanasia,Dog,Intact Female,104.0,Chihuahua Shorthair Mix,Brown
Euthanasia,Cat,Intact Male,104.0,Domestic Shorthair Mix,other
Adoption,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Spayed Female,364.0,other,other
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Black/White
Return_to_owner,Dog,Neutered Male,364.0,Jack Russell Terrier Mix,White/Tan
Transfer,Cat,Intact Female,9.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Neutered Male,156.0,other,Brown Tabby
Transfer,Cat,Intact Male,9.0,Domestic Longhair Mix,White/Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black/White
Return_to_owner,Dog,Spayed Female,260.0,other,White/Brown
Transfer,Cat,Intact Male,45.0,Domestic Shorthair Mix,Blue/White
Adoption,Cat,Neutered Male,52.0,Domestic Medium Hair Mix,other
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,White/Blue
Transfer,Cat,Neutered Male,104.0,Siamese Mix,other
Euthanasia,Cat,Intact Male,4.5,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Neutered Male,156.0,other,other
Transfer,Cat,Intact Female,52.0,Domestic Shorthair Mix,Black
Died,Cat,Intact Female,104.0,Domestic Shorthair Mix,Calico
Transfer,Dog,Neutered Male,9.0,Border Collie Mix,Black/White
Adoption,Dog,Spayed Female,45.0,Boxer Mix,Fawn/White
Transfer,Dog,Neutered Male,260.0,German Shepherd Mix,Black/Brown
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Calico
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Cream Tabby
Adoption,Dog,Neutered Male,104.0,other,Tan/White
Adoption,Dog,Neutered Male,9.0,other,Tan
Adoption,Dog,Neutered Male,22.5,Pit Bull Mix,Brown/White
Transfer,Dog,Neutered Male,52.0,other,Brown
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Blue
Return_to_owner,Cat,Neutered Male,52.0,Domestic Longhair Mix,other
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Brown/White
Transfer,Cat,Neutered Male,208.0,Domestic Shorthair Mix,Blue/White
Return_to_owner,Dog,Neutered Male,49.5,Australian Shepherd Mix,other
Euthanasia,Dog,Intact Female,520.0,Rottweiler Mix,Black/Tan
Adoption,Dog,Neutered Male,52.0,other,Black/White
Transfer,Dog,Intact Male,156.0,Labrador Retriever Mix,Blue/White
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Spayed Female,22.5,German Shepherd Mix,Black/Brown
Transfer,Dog,Intact Male,52.0,Chihuahua Shorthair Mix,Tan
Transfer,Cat,Intact Female,624.0,Siamese Mix,other
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Spayed Female,9.0,Domestic Medium Hair Mix,Black
Return_to_owner,Dog,Neutered Male,312.0,Dachshund Mix,Tricolor
Adoption,Cat,Spayed Female,13.5,Siamese Mix,other
Transfer,Cat,Neutered Male,104.0,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Spayed Female,156.0,Pit Bull Mix,White/Brown
Euthanasia,Cat,Intact Female,260.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Spayed Female,104.0,German Shepherd Mix,other
Transfer,Dog,Intact Male,13.5,Labrador Retriever Mix,Black
Adoption,Dog,Spayed Female,18.0,Chihuahua Shorthair Mix,Brown/White
Return_to_owner,Dog,Spayed Female,468.0,Chihuahua Shorthair Mix,Tan
Euthanasia,Cat,Spayed Female,104.0,Domestic Shorthair Mix,Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,52.0,German Shepherd Mix,Tan/Black
Transfer,Dog,Intact Female,52.0,Australian Cattle Dog Mix,Brown/Black
Transfer,Cat,Intact Male,4.0,Domestic Shorthair,Blue/White
Return_to_owner,Dog,Spayed Female,104.0,other,Sable
Transfer,Cat,Intact Female,13.5,Domestic Shorthair Mix,Orange Tabby
Return_to_owner,Cat,Intact Female,520.0,Siamese Mix,other
Adoption,Dog,Neutered Male,49.5,other,Black/White
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,Cream Tabby
Transfer,Dog,Spayed Female,52.0,other,Black/Tan
Return_to_owner,Dog,Intact Male,572.0,Beagle Mix,Tan/White
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Spayed Female,13.5,Domestic Longhair Mix,Brown Tabby
Transfer,Dog,Spayed Female,49.5,other,Black/White
Adoption,Cat,Intact Male,4.5,Domestic Shorthair Mix,Blue/White
Transfer,Cat,Intact Male,9.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black/White
Transfer,Dog,Neutered Male,156.0,Chihuahua Shorthair Mix,Tan/White
Transfer,Dog,Spayed Female,104.0,Pit Bull Mix,Brown/White
Adoption,Dog,Spayed Female,156.0,Labrador Retriever Mix,Yellow
Return_to_owner,Dog,Neutered Male,260.0,Pit Bull Mix,Blue/White
Transfer,Dog,Intact Male,9.0,other,White/Black
Return_to_owner,Dog,Neutered Male,468.0,Boxer Mix,Tan/White
Transfer,Cat,Intact Female,0.5714285714285714,Domestic Shorthair Mix,Torbie
Transfer,Cat,Intact Female,0.42857142857142855,other,Tortie
Transfer,Dog,Neutered Male,52.0,other,Brown/White
Transfer,Cat,Spayed Female,27.0,Siamese Mix,Lynx Point
Transfer,Cat,Intact Male,27.0,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Spayed Female,104.0,Border Collie Mix,Black/White
Transfer,Dog,Spayed Female,156.0,Rat Terrier Mix,other
Transfer,Dog,Intact Male,18.0,other,Tan/White
Adoption,Dog,Spayed Female,45.0,Pit Bull Mix,Blue/White
Adoption,Cat,Neutered Male,13.5,Domestic Medium Hair Mix,Blue Tabby/White
Euthanasia,Cat,Intact Male,13.5,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Torbie
Transfer,Cat,Intact Female,104.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,156.0,other,Black
Adoption,Dog,Spayed Female,52.0,other,other
Transfer,Dog,Neutered Male,416.0,other,Tricolor
Adoption,Cat,Spayed Female,156.0,Domestic Shorthair Mix,Calico
Adoption,Dog,Neutered Male,104.0,other,Red/White
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,other
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,Orange Tabby
Transfer,Cat,Spayed Female,52.0,Domestic Medium Hair Mix,Calico
Adoption,Dog,Spayed Female,104.0,other,Red
Transfer,Cat,Neutered Male,18.0,Domestic Shorthair Mix,other
Return_to_owner,Dog,Spayed Female,36.0,Labrador Retriever Mix,Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Neutered Male,52.0,Pit Bull Mix,Black
Adoption,Dog,Neutered Male,52.0,Pit Bull Mix,other
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Spayed Female,208.0,other,Black/White
Transfer,Dog,Intact Male,9.0,other,Black
Transfer,Dog,Intact Female,260.0,Chihuahua Shorthair Mix,Tan
Adoption,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Intact Male,156.0,Labrador Retriever Mix,White
Return_to_owner,Dog,Spayed Female,260.0,Miniature Poodle Mix,White
Adoption,Dog,Neutered Male,36.0,Cairn Terrier Mix,Black/Tan
Transfer,Cat,Intact Female,156.0,Domestic Medium Hair Mix,Brown Tabby
Adoption,Dog,Spayed Female,52.0,Chihuahua Shorthair Mix,Brown/White
Adoption,Cat,Neutered Male,9.0,Domestic Medium Hair Mix,Brown Tabby
Transfer,Dog,Neutered Male,18.0,Labrador Retriever Mix,Tan/White
Transfer,Dog,Spayed Female,27.0,other,other
Adoption,Dog,Neutered Male,52.0,other,Black/Brown
Adoption,Cat,Spayed Female,36.0,Domestic Shorthair Mix,Calico
Transfer,Cat,Neutered Male,676.0,Domestic Longhair Mix,Brown Tabby/White
Return_to_owner,Dog,Neutered Male,208.0,Shih Tzu Mix,White/Tan
Adoption,Dog,Spayed Female,27.0,other,other
Adoption,Dog,Neutered Male,45.0,Pit Bull Mix,Tan
Transfer,Cat,Intact Female,4.0,Domestic Shorthair Mix,Calico
Adoption,Cat,Spayed Female,18.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,9.0,Siamese Mix,other
Adoption,Dog,Spayed Female,22.5,other,Black
Transfer,Dog,Intact Male,104.0,Chihuahua Shorthair Mix,Red
Transfer,Dog,Spayed Female,104.0,other,Black/Tan
Return_to_owner,Dog,Spayed Female,104.0,Chihuahua Shorthair Mix,Yellow
Euthanasia,Dog,Spayed Female,676.0,other,Sable
Transfer,Dog,Neutered Male,208.0,Chihuahua Shorthair Mix,White/Brown
Adoption,Dog,Neutered Male,260.0,Boxer Mix,Brown Brindle/White
Adoption,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Cream Tabby
Adoption,Dog,Spayed Female,22.5,Catahoula Mix,other
Adoption,Dog,Spayed Female,36.0,Rat Terrier Mix,White/Black
Adoption,Dog,Spayed Female,104.0,Chihuahua Shorthair Mix,Brown/White
Transfer,Dog,Neutered Male,22.5,other,Brown/White
Return_to_owner,Dog,Neutered Male,624.0,other,Black/White
Return_to_owner,Dog,Intact Male,52.0,Chihuahua Shorthair Mix,Brown/Black
Adoption,Dog,Neutered Male,312.0,Cairn Terrier Mix,Sable
Transfer,Dog,Intact Male,208.0,other,Blue/White
Return_to_owner,Dog,Spayed Female,156.0,other,White/Brown Brindle
Return_to_owner,Dog,Spayed Female,260.0,Boxer Mix,Red/White
Transfer,Cat,Intact Male,18.0,Domestic Longhair Mix,Orange Tabby/White
Adoption,Dog,Neutered Male,104.0,American Bulldog Mix,other
Transfer,Cat,Neutered Male,156.0,Domestic Shorthair Mix,Orange Tabby
Transfer,Cat,Intact Female,9.0,Domestic Shorthair Mix,Black
Euthanasia,Cat,Intact Female,4.5,Domestic Shorthair Mix,Tortie
Adoption,Cat,Spayed Female,9.0,Domestic Medium Hair Mix,Tortie
Adoption,Dog,Neutered Male,156.0,other,Brown Brindle/White
Adoption,Dog,Neutered Male,45.0,other,other
Adoption,Cat,Spayed Female,13.5,other,Brown Tabby
Return_to_owner,Dog,Spayed Female,520.0,Pit Bull Mix,Brown
Return_to_owner,Dog,Neutered Male,832.0,German Shepherd Mix,Black
Adoption,Cat,Neutered Male,4.5,Domestic Shorthair Mix,other
Transfer,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Blue Tabby
Euthanasia,Cat,Neutered Male,520.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Intact Female,104.0,Domestic Shorthair Mix,Tortie
Transfer,Dog,Intact Female,208.0,Chihuahua Shorthair Mix,Brown/White
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Cat,Neutered Male,624.0,Domestic Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,45.0,Border Collie Mix,White/Black
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Blue Tabby/White
Adoption,Dog,Neutered Male,13.5,other,Blue/White
Euthanasia,Dog,Intact Male,4.5,Chihuahua Shorthair Mix,other
Transfer,Cat,Spayed Female,36.0,Domestic Shorthair Mix,Calico
Return_to_owner,Dog,Neutered Male,416.0,Chihuahua Shorthair Mix,Tan/White
Euthanasia,Cat,Intact Female,52.0,Domestic Shorthair Mix,Tortie
Transfer,Dog,Neutered Male,364.0,other,other
Adoption,Dog,Neutered Male,52.0,other,Brown/White
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Spayed Female,22.5,German Shepherd Mix,Black/Tan
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Spayed Female,9.0,other,White/Black
Adoption,Cat,Neutered Male,18.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,156.0,other,Brown
Transfer,Cat,Intact Male,52.0,Domestic Longhair Mix,Brown Tabby/White
Transfer,Cat,Intact Male,4.0,Domestic Shorthair Mix,Orange Tabby
Transfer,Dog,Neutered Male,9.0,Pit Bull Mix,Fawn/White
Transfer,Cat,Intact Female,2.0,Domestic Shorthair Mix,White
Adoption,Dog,Spayed Female,36.0,Chihuahua Shorthair Mix,other
Euthanasia,Dog,Neutered Male,156.0,Pit Bull Mix,Brown Brindle/White
Adoption,Dog,Neutered Male,104.0,Pit Bull Mix,other
Transfer,Cat,Intact Female,4.0,Domestic Medium Hair Mix,other
Return_to_owner,Dog,Neutered Male,260.0,Chihuahua Shorthair Mix,Tan/White
Transfer,Dog,Intact Male,4.5,other,other
Transfer,Dog,Neutered Male,18.0,other,Black/Tan
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Blue Tabby
Return_to_owner,Dog,Spayed Female,104.0,other,Blue
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,104.0,Pit Bull Mix,Blue/White
Adoption,Dog,Neutered Male,9.0,other,White/Brown
Adoption,Dog,Neutered Male,52.0,other,Brown
Transfer,Cat,Intact Female,2.0,Domestic Shorthair Mix,Blue/White
Transfer,Cat,Intact Female,52.0,Domestic Shorthair Mix,Torbie
Adoption,Dog,Spayed Female,52.0,Siberian Husky Mix,Brown/White
Adoption,Cat,Neutered Male,520.0,other,White
Adoption,Dog,Spayed Female,52.0,other,White/Brown
Transfer,Dog,Neutered Male,52.0,other,Tricolor
Return_to_owner,Dog,Neutered Male,260.0,other,Tricolor
Return_to_owner,Dog,Neutered Male,156.0,Boxer Mix,Brown Brindle
Return_to_owner,Dog,Spayed Female,520.0,other,White
Transfer,Cat,Intact Male,208.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Orange Tabby
Return_to_owner,Cat,Neutered Male,572.0,Domestic Medium Hair Mix,Orange Tabby/White
Adoption,Cat,Spayed Female,27.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,other
Adoption,Dog,Neutered Male,104.0,American Bulldog Mix,White/Tan
Transfer,Dog,Neutered Male,104.0,other,White/Tan
Adoption,Cat,Spayed Female,572.0,other,Brown Tabby
Transfer,Cat,Intact Male,52.0,Domestic Shorthair Mix,Black/White
Euthanasia,Cat,Neutered Male,624.0,other,Seal Point
Transfer,Dog,Intact Female,52.0,Chihuahua Shorthair Mix,Black/Tan
Adoption,Cat,Spayed Female,676.0,Domestic Shorthair Mix,Calico
Transfer,Dog,Intact Female,52.0,other,White
Transfer,Cat,Intact Female,3.0,Domestic Medium Hair Mix,Blue Tabby
Return_to_owner,Dog,Spayed Female,156.0,Yorkshire Terrier Mix,Tan
Return_to_owner,Dog,Intact Male,312.0,other,Brown
Euthanasia,Cat,Intact Female,624.0,Domestic Shorthair Mix,Blue Tabby
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Orange Tabby
Transfer,Cat,Intact Female,104.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Spayed Female,4.5,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,104.0,other,Black/Tan
Transfer,Cat,Neutered Male,104.0,Domestic Medium Hair Mix,Orange Tabby/White
Transfer,Cat,Spayed Female,22.5,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Spayed Female,260.0,Chihuahua Shorthair Mix,Brown/Black
Adoption,Dog,Neutered Male,104.0,other,Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black/White
Transfer,Dog,Neutered Male,22.5,other,other
Transfer,Dog,Neutered Male,104.0,Miniature Poodle Mix,White
Transfer,Dog,Neutered Male,416.0,Dachshund Mix,Black/Brown
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Orange Tabby
Transfer,Cat,Intact Male,4.5,Domestic Medium Hair Mix,Black
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black/White
Return_to_owner,Dog,Spayed Female,104.0,other,Cream
Adoption,Dog,Neutered Male,9.0,other,Brown
Adoption,Dog,Neutered Male,104.0,other,Tan
Transfer,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Spayed Female,27.0,Chihuahua Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,52.0,Boxer Mix,Brown Brindle/White
Died,Cat,Intact Male,0.7142857142857143,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Spayed Female,520.0,Miniature Poodle Mix,White
Transfer,Cat,Intact Female,2.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,104.0,Chihuahua Shorthair Mix,White
Adoption,Cat,Spayed Female,9.0,other,Chocolate
Adoption,Dog,Neutered Male,9.0,Chihuahua Shorthair Mix,White/Brown
Transfer,Dog,Neutered Male,4.5,other,other
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,Black
Adoption,Cat,Spayed Female,260.0,Domestic Shorthair Mix,White/Blue
Adoption,Dog,Spayed Female,364.0,other,Tricolor
Adoption,Dog,Spayed Female,49.5,other,Black/White
Adoption,Cat,Spayed Female,4.5,other,Black
Adoption,Dog,Spayed Female,676.0,Australian Cattle Dog Mix,other
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Blue Tabby/White
Euthanasia,Cat,Spayed Female,520.0,Domestic Shorthair Mix,Tortie
Transfer,Cat,Intact Male,4.0,Domestic Shorthair Mix,Black
Transfer,Cat,Neutered Male,104.0,Domestic Medium Hair Mix,Blue Tabby
Euthanasia,Cat,Intact Male,104.0,Domestic Shorthair Mix,other
Adoption,Dog,Spayed Female,52.0,Pit Bull Mix,White/Black
Return_to_owner,Dog,Neutered Male,104.0,other,Brown/White
Adoption,Dog,Spayed Female,9.0,Labrador Retriever Mix,other
Transfer,Dog,Neutered Male,52.0,other,other
